"1033700083812"	3
"1166733074826"	4
"1166500050881"	2
"1075475006947"	3
"1132130013586"	2
"1026801157019"	4
"1026200701262"	14
"1025201755358"	3
"1025203015991"	3
"1064214010706"	3
"1022603025543"	3
"1034004403718"	27
"1035404349232"	3
"1137746342634"	4
"1024201475176"	2
"1084632013091"	24
"1092468042578"	3
"1096612002090"	4
"1206100000347"	12
"1023901019922"	98
"1127232031893"	3
"1037828025179"	3
"1193850006184"	12
"1026600626777"	8
"1135200003091"	2
"1020202338133"	3
"1022401507094"	3
"3206820000168"	3
"1022200914273"	3
"1022700528498"	4
"1026801115549"	2
"1052200801377"	3
"1073255000631"	5
"1167847075538"	14
"1020300976310"	3
"1152443000720"	4
"1062901005529"	3
"1030204611117"	8
"1021602015050"	3
"1027809010338"	3
"1024701427508"	5
"1022601952130"	2
"1157746956124"	6
"1026801222821"	8
"1077847463430"	2
"1149204049455"	3
"1033000803330"	2
"1027000882820"	234
"1027700132195"	23
"1097746107557"	6
"1023201328721"	3
"1177746180754"	6
"1026800856884"	6
"1081701000237"	6
"1078904005773"	3
"1094200003017"	2
"1031622501789"	12
"1037700110238"	6
"1025900905865"	2
"1025203032106"	3
"3073130337000"	3
"1025301387627"	3
"1103668038561"	18
"1115903000091"	2
"1022601961337"	2
"1025300990252"	2
"1025202101616"	8
"1033801755998"	3
"1127746377990"	2
"1027804876637"	2
"1026701431822"	9
"1024201825174"	2
"1114177004424"	8
"1020700739234"	36
"1023902275253"	3
"1028900557729"	2
"1166000050050"	5
"1037000082778"	48
"1028301648748"	6
"1020100698661"	104
"1022600937787"	2
"1128624000680"	5
"1186027004767"	3
"1064303005040"	3
"1071102001695"	2
"1026002743854"	8
"1026600878545"	3
"1104910003868"	2
"1022101141446"	3
"1032900000715"	5
"1174205020230"	2
"1026601154414"	2
"1032001202903"	44
"1107746264581"	6
"1033801535547"	4
"1023601567307"	5
"1057700020564"	4
"1145321006357"	18
"1027002955121"	6
"1023802600469"	4
"1037800001470"	12
"1025300987315"	2
"1027201235434"	6
"1032901000197"	3
"1034316563412"	6
"1187746011991"	6
"1028900709177"	3
"1027700304323"	18
"1115243000465"	2
"1025404671148"	3
"1056143018590"	5
"1022401068117"	3
"1021500905029"	6
"1047401501520"	3
"1023802375431"	5
"1023402982965"	3
"1043800538100"	2
"1095462000721"	3
"1025405020343"	3
"1022401411340"	3
"1028900708088"	3
"1156196047700"	12
"1027301110385"	2
"1121600006142"	41
"1055610004658"	5
"1056000327041"	98
"1023900552554"	2
"1023201322176"	2
"1037739422401"	3
"1023300922435"	3
"1023000863203"	4
"1116807000793"	5
"1022101138806"	2
"1166501057480"	2
"1022100967635"	132
"1027746002350"	78
"1169658133556"	4
"1028900556981"	3
"1024200663189"	3
"1020100508658"	3
"1022701193250"	6
"1027301486827"	8
"1024200544158"	3
"1145476081740"	2
"1205300002764"	6
"1135543005135"	2
"1074229000526"	3
"1025900517378"	25
"1026200557305"	2
"1026002142693"	2
"1114212000638"	2
"1027700240611"	4
"1024600616930"	5
"1027739647627"	12
"1027800546828"	2
"1133123002121"	57
"1022200525819"	6
"1087447013950"	2
"1065907022763"	5
"1035901868441"	2
"1028900632397"	3
"1022500708680"	2
"1062463061253"	5
"1023700562302"	3
"1024000598313"	8
"1064613013552"	6
"1155658013895"	2
"1023700562511"	53
"1076627000383"	3
"1025601715171"	3
"1025700676165"	2
"1024600743067"	3
"1072130009874"	2
"1027000769575"	3
"1094613000503"	4
"1023302157768"	2
"1184205011055"	2
"1025902544964"	4
"1022402470221"	3
"1206400003655"	2
"1025004582734"	22
"1043302400800"	2
"1021001011052"	2
"1196501005414"	3
"1033600045885"	18
"1103340003139"	2
"1196658077725"	2
"1037739170787"	6
"1105837001313"	3
"1025501533078"	2
"1022603026820"	3
"1052800015806"	3
"1066829046316"	18
"1130725000878"	94
"1025301388991"	3
"1037403859206"	2
"1024501764836"	3
"1106671013206"	2
"1025301190067"	3
"1026100822406"	2
"1164632060361"	2
"1028900554748"	3
"1147799017860"	2
"1032600260923"	6
"1028002328232"	2
"1107746457125"	2
"1022502256435"	2
"1122800000520"	3
"1023901002905"	3
"1026102588874"	3
"1172375015042"	3
"1027000768409"	3
"1153525046234"	2
"1022301984968"	3
"1027102671859"	3
"1023601575282"	3
"1175958044492"	2
"1021202051826"	3
"1134217000224"	3
"1026303117994"	2
"1025501547246"	3
"1025601807483"	6
"1026102576455"	3
"1062130009590"	2
"1023502294969"	2
"1023102159002"	2
"1193668019445"	3
"1023600617590"	5
"1106445000221"	2
"1137017026190"	3
"1077449004841"	2
"1152311013601"	2
"1024600809210"	2
"1033700470517"	3
"1032601791551"	2
"1025601809210"	2
"1025403659852"	12
"1025401489080"	2
"1025902267962"	2
"1136686016059"	3
"1057405504793"	4
"1060601006432"	3
"1023000818554"	50
"1027501005388"	6
"1023102259135"	3
"1086611000596"	5
"1020202339508"	2
"1027700103210"	4
"1020300985594"	4
"1036400401344"	4
"1027500624491"	5
"1123850017356"	2
"1025202608903"	3
"1026101842502"	6
"1204200001796"	9
"1040202229704"	3
"1186196041503"	3
"1024700876705"	3
"1026103737945"	4
"1090200001770"	7
"1047796873376"	2
"1113334005058"	2
"1186000000163"	6
"1053500265697"	2
"1022601629456"	2
"1024501573667"	6
"1027200780749"	24
"1167746757672"	2
"1027739019142"	12
"1023500891226"	3
"1137232048579"	6
"1023101681371"	12
"1084246001454"	2
"1074205000737"	342
"1044202000996"	5
"1033500038043"	3
"1025500508330"	17
"1027700183708"	2
"1176952005218"	4
"1026102023991"	3
"1152728000028"	5
"1023601571751"	18
"1161690120756"	2
"1115951000219"	3
"1106601000450"	3
"1022601312414"	8
"1044301500583"	2
"1184350006477"	6
"5167746422091"	3
"1174205025620"	2
"1095911001031"	2
"1022301617030"	39
"1036302280013"	3
"1024200646887"	11
"1083454002686"	2
"1021600000256"	3
"1026101792166"	3
"1026101793431"	3
"5077746962211"	2
"1023902273262"	3
"1023701393099"	5
"1112903000760"	4
"1025501534354"	3
"1021301117606"	2
"1144205008111"	5
"1062901069857"	76
"1107746281301"	2
"1025201760143"	3
"1025700784240"	4
"1027500742686"	5
"1149102172735"	2
"1027700450800"	18
"1022600508446"	3
"1075919001696"	2
"1107847263996"	4
"1162901052489"	2
"1027808756469"	6
"1166027050232"	3
"1047301036925"	2
"1028400002157"	3
"1022901235994"	2
"1098901000880"	3
"1045406224665"	3
"1022601943143"	97
"1023601320819"	10
"1035605501282"	24
"1023601570310"	20
"1024500521682"	9
"1027101731040"	3
"3042807113000"	2
"3180327000438"	3
"1093338001327"	7
"1037816019702"	3
"1031659018962"	9
"1062808005150"	2
"1127847599560"	2
"1101323000129"	2
"1156313056900"	3
"1027808913384"	2
"1027700378595"	16
"1042902001450"	2
"1028900858051"	3
"1027739375080"	18
"1117847057294"	3
"1027201235786"	5
"1025900768673"	3
"1047424004484"	4
"1027401062072"	3
"1157024000187"	2
"1022200918740"	30
"1136192000174"	2
"1020300973010"	155
"1187232019523"	6
"1022402471992"	12
"1024700876672"	3
"1025301787059"	2
"1194027004467"	15
"1025404670224"	2
"1149102171096"	3
"1026700978083"	6
"1047796421166"	6
"1184827000962"	6
"1027801583446"	3
"1178617010395"	9
"1082130001788"	15
"1096900002209"	6
"1025401478156"	2
"1025901512746"	3
"1023102263821"	3
"1025201018204"	4
"1107536000417"	4
"1024400521111"	85
"1073667039093"	3
"1022501148064"	6
"1023001541144"	6
"1027809005124"	12
"1032311678365"	3
"1115321006723"	2
"1028601391521"	3
"1026602268560"	3
"1184205014498"	2
"1021200770810"	3
"1027900511495"	33
"1023601583741"	18
"1134345030379"	3
"1020400564931"	3
"1027402544553"	3
"1024201821093"	2
"1132728001559"	2
"1024701559673"	3
"1037739527077"	3
"1157746812783"	36
"1025501985442"	3
"1023800843330"	2
"1024702048777"	3
"1027401141448"	3
"1024200687598"	2
"1082801003350"	2
"1084205021977"	6
"1026102023980"	3
"1137799016475"	3
"1070105001372"	36
"1027810298130"	3
"1024202005134"	4
"1026605240969"	10
"1037602801653"	6
"1026500753663"	3
"1072703005132"	12
"1022402060328"	14
"1165958111770"	2
"1027402546335"	3
"1023601555010"	18
"1026901669959"	6
"1026200621150"	12
"1040100529567"	3
"1027720002584"	6
"1025700767762"	5
"1027003155596"	3
"1025300516471"	2
"1021000536127"	3
"1022400561501"	3
"1024600746906"	6
"1025301387902"	7
"1025100852479"	2
"1067746969487"	50
"1176451007171"	3
"1154401007090"	17
"1106230000513"	3
"1025005330646"	12
"1026500544058"	9
"1041000038606"	6
"1027739643744"	4
"1073120001360"	3
"1065403040856"	3
"1025301589081"	2
"1025406627454"	7
"1156000000298"	3
"1087200000414"	6
"1035404352004"	14
"1024301307690"	12
"1025501863914"	2
"1033401195739"	2
"1155749005180"	5
"1025203578410"	9
"1021300889906"	3
"1024840858734"	4
"1097799033452"	3
"1085600004159"	8
"1133316000773"	3
"1095024003910"	12
"1053500466150"	2
"1020201337738"	3
"1023101534466"	3
"1023501246977"	15
"1026901778595"	15
"1022602424800"	2
"1022701194768"	3
"1077325000257"	204
"1037739156685"	4
"1026303065425"	3
"1027808759384"	3
"1024300612379"	3
"1174350015344"	3
"1023101643278"	2
"1194205024881"	3
"1023802805190"	2
"1026001941789"	15
"1177746691440"	3
"1021200768379"	2
"1030900710763"	3
"1022101151005"	129
"1024301163721"	3
"1047424530780"	31
"1027802735960"	3
"1106615000612"	3
"1033700125425"	3
"1026001942581"	2
"1176800000761"	7
"1147460004592"	3
"1073538000140"	2
"1024202274964"	5
"1054223016891"	6
"1028500565708"	5
"1022402302471"	3
"1021801582780"	3
"1072450000292"	3
"1054635011969"	6
"1047796451658"	8
"1147460004097"	4
"1198709000192"	33
"1027800001570"	3
"1056000137302"	2
"1103704000025"	2
"1025500755191"	14
"1033600044356"	3
"1025702456120"	5
"1046882296779"	42
"1024601275885"	6
"1025602002414"	2
"1027801535728"	24
"1061326025419"	78
"1024201961563"	3
"1093254006823"	38
"1036300667534"	3
"1066501076070"	57
"1090816004894"	21
"1026200740730"	5
"1057408501677"	6
"1026103287330"	89
"1026103290510"	83
"1033600029605"	18
"1031401520336"	3
"1037843076006"	3
"1032304930206"	6
"1027804198179"	3
"1171690045218"	3
"1176027008850"	2
"1042128009880"	129
"1026601231524"	2
"1149204069420"	3
"1022900538650"	2
"1096000000689"	6
"1194205017423"	3
"1077017035127"	3
"1055471001233"	2
"1173850033114"	3
"1036758317144"	2
"1065944001485"	3
"1025300515778"	5
"1197031062470"	2
"1106829003423"	15
"1184205021725"	3
"1026102782947"	6
"1023302754463"	5
"1036300468456"	42
"1035009350100"	18
"1072801008994"	141
"1025404671291"	2
"1022600963494"	5
"1034316531457"	6
"1022602222939"	2
"1077762005090"	14
"1055305417166"	2
"1057900040472"	127
"1027807561319"	2
"1027000908681"	3
"1027812401594"	25
"1023501263400"	3
"1026100665161"	2
"1035008858631"	2
"1023600531217"	8
"1025702456031"	5
"1074212002182"	5
"1023601554426"	3
"1164350078144"	6
"1025100587830"	2
"1026201102245"	4
"1037000087750"	3
"1027402913977"	3
"1067799033180"	2
"1075332000700"	2
"1162468087363"	4
"1027700046615"	12
"1027739564115"	6
"1023500889851"	3
"1025901608479"	3
"1127746046295"	4
"1023902150502"	2
"1155958118832"	2
"1122651032536"	2
"1023501248836"	15
"1095229000470"	4
"1092202000549"	14
"1153850041399"	2
"1023800983139"	4
"1153850010181"	2
"1024101224080"	12
"1025007458200"	8
"1024200648141"	12
"1025301187383"	2
"1023802215689"	2
"1116350000590"	2
"1023601543514"	3
"1021401064904"	36
"1097154005959"	2
"1022400667398"	3
"1075501001729"	6
"1195275022942"	2
"1027501008061"	9
"1048500600081"	2
"1125509000825"	2
"1026102103367"	6
"1035009577107"	2
"1037828002882"	2
"1026002743910"	4
"1023501493290"	2
"1023201102561"	9
"1022700922056"	6
"1022102232129"	2
"1072904000080"	2
"1025700846236"	5
"1026801231236"	3
"1145249004010"	2
"1025901794929"	3
"1024200507671"	2
"1027402903197"	3
"1022601320631"	2
"1184200001127"	2
"1084436000703"	2
"1037828001210"	3
"1022502117516"	2
"1081322000649"	5
"1033302207751"	3
"1025700768719"	5
"1025902395441"	2
"1154401007056"	3
"1140816000490"	53
"1024201823975"	2
"1033302202801"	3
"1025600826184"	6
"1067746785688"	24
"1056502902730"	2
"1097746573638"	4
"1025801356789"	18
"1112423000073"	3
"1147746523748"	2
"1114202002859"	3
"1020200782799"	3
"1023501262850"	15
"1194401003202"	3
"1105476103369"	4
"1153300000402"	20
"1024301079472"	2
"1027200782927"	17
"1021801661012"	2
"1035900366435"	3
"1028700569370"	3
"1021200753188"	2
"1021601623702"	98
"1024301312881"	3
"1020300899134"	2
"1028601845645"	12
"1021800673190"	2
"1064240003684"	2
"1026001543710"	4
"1027700226476"	3
"5167746426480"	8
"1168709050080"	148
"1022401254369"	6
"1023000833954"	3
"1023202137111"	4
"1023802770298"	6
"1027003353992"	3
"1076138000256"	4
"1027401679821"	3
"1022100967074"	8
"1023301458476"	3
"1034408617913"	2
"1021201250663"	4
"1024101023671"	3
"1023600532152"	5
"1190105001646"	7
"1022901496243"	4
"1193443005557"	2
"1025403647213"	18
"1025301588498"	3
"1020300968830"	3
"1167746572795"	6
"1023501491485"	3
"1167746235755"	12
"1033801008548"	2
"1071300002817"	6
"1025203023812"	5
"1125476077781"	2
"1025406425263"	2
"1023202748722"	3
"1025702455767"	2
"1115658029376"	2
"1023902272272"	2
"1200200028489"	3
"1023902004466"	3
"1027000764460"	3
"1026100960819"	3
"1037739426735"	12
"1057748613977"	6
"1023402006418"	2
"1146633000018"	8
"1160327064259"	3
"1050202288608"	4
"1025202836251"	2
"1113015004200"	57
"1195321002414"	37
"1144611000819"	12
"1114177000200"	14
"1025600891062"	3
"1021000859901"	8
"1126320010992"	3
"1052459004135"	4
"1096659005200"	2
"1023600847698"	10
"1035803002443"	164
"1035009564215"	12
"1020202559266"	103
"1206300052782"	6
"1083808001353"	229
"1023202748800"	23
"1064205124279"	3
"1031900517318"	51
"1043902826440"	4
